[INFO] main.py:40 > Namespace(batchsize=16, batchwise_prompt=False, checkpoint_every_steps=5000, data_dir=None, dataset='cifar100', dist_backend='nccl', dist_url='tcp://127.0.0.1:7009', distributed=True, e_prompt_layer_idx=[0], embedding_key='cls', eval_every_steps=-1, eval_last_only=False, eval_pad_last_batch=False, eval_period=100, eval_task_inc=False, freeze_bn_stats=False, freeze_part=['encoder', 'embedding', 'cls'], gaussian_mode='', gaussian_schedule=False, gpu_transform=True, grad_clip_max_norm=1.0, imp_update_period=1, init_checkpoint=<ml_collections.config_dict.config_dict.FieldReference object at 0x7fa7b405c6d0>, initializer='uniform', input_size=224, learning_rate_schedule='constant', length=10, log_loss_every_steps=3, log_path='results', lr=0.03, m=10, mask_first_epoch=False, memory_epoch=256, memory_size=2000, mode='l2p', model_config=None, model_name='resnet34', multiprocessing_distributed=False, n=50, n_worker=2, norm_01=True, norm_pre_logits=False, note='l2p', num_classes_per_task=10, num_epochs=5, num_eval_steps=-1, num_tasks=5, num_train_steps_per_task=-1, offline_eval=False, online_iter=3.0, optim='adam', per_device_batch_size=16, pool_size=10, predefined_key_path='', prompt_histogram=True, prompt_key=True, prompt_key_init='uniform', prompt_mask_mode=None, prompt_pool=True, pull_constraint=True, pull_constraint_coeff=1.0, recreate_eval=False, reinit_optimizer=True, resize_size=256, reverse_task=False, save_last_ckpt_only=True, save_prompts=False, sched_name='default', seed=1, sgd_momentum=0.9, shared_prompt_key=False, shared_prompt_pool=True, shuffle_buffer_size=10000, stream_batchsize=32, stream_eval_period=10000, subsample_rate=-1, task_specific_cls_token=False, temp_batchsize=None, temperature=1, top_k=4, topk=1, total_class=100, train_mask=True, transforms=['cutmix', 'autoaug'], trial=0, use_amp=False, use_cls_token=True, use_e_prompt=True, use_g_prompt=False, use_prefix_tune_for_e_prompt=False, use_prompt_mask=False, vit_classifier='prompt', warmup_epochs=0, weight_decay=0, weight_norm=False, world_size=4)
[INFO] main.py:49 > Set the device (cuda)
[INFO] main.py:101 > Using train-transforms Compose(
    RandomCrop(size=(224, 224), padding=4)
    RandomHorizontalFlip(p=0.5)
    AutoAugment(policy=AutoAugmentPolicy.CIFAR10, fill=None)
    ConvertImageDtype()
    Normalize(mean=(0.5071, 0.4867, 0.4408), std=(0.2675, 0.2565, 0.2761))
)
[INFO] main.py:111 > [1] Select a CIL method (l2p)
Loaded pretrained weights.
x_embedded_dim 768
[INFO] main.py:117 > [2] Incrementally training 5 tasks

##################################################
# Task 0 iteration
##################################################

[INFO] main.py:130 > [2-1] Prepare a datalist for the current task
[INFO] l2p.py:357 > Train | Sample # 16 | train_loss 4.6629 | train_acc 0.0625 | lr 0.029997 | running_time 0:00:11 | ETA 10:20:44
[INFO] l2p.py:357 > Train | Sample # 304 | train_loss 19.0447 | train_acc 0.0000 | lr 0.029985 | running_time 0:00:35 | ETA 1:36:38
[INFO] l2p.py:357 > Train | Sample # 320 | train_loss 20.7742 | train_acc 0.0625 | lr 0.029997 | running_time 0:00:37 | ETA 1:36:19
[INFO] l2p.py:357 > Train | Sample # 336 | train_loss 16.0033 | train_acc 0.1250 | lr 0.029994 | running_time 0:00:38 | ETA 1:35:00
[INFO] l2p.py:357 > Train | Sample # 352 | train_loss 18.3958 | train_acc 0.0625 | lr 0.029997 | running_time 0:00:39 | ETA 1:32:55
[INFO] l2p.py:357 > Train | Sample # 368 | train_loss 13.0488 | train_acc 0.0625 | lr 0.029997 | running_time 0:00:40 | ETA 1:31:54
[INFO] l2p.py:357 > Train | Sample # 384 | train_loss 12.1207 | train_acc 0.1250 | lr 0.029994 | running_time 0:00:42 | ETA 1:30:55
[INFO] l2p.py:357 > Train | Sample # 400 | train_loss 11.7060 | train_acc 0.0625 | lr 0.029991 | running_time 0:00:43 | ETA 1:30:02
[INFO] l2p.py:357 > Train | Sample # 416 | train_loss 9.6273 | train_acc 0.0000 | lr 0.029988 | running_time 0:00:44 | ETA 1:29:14
[INFO] l2p.py:357 > Train | Sample # 432 | train_loss 10.1059 | train_acc 0.1250 | lr 0.029985 | running_time 0:00:45 | ETA 1:27:51
[INFO] l2p.py:357 > Train | Sample # 448 | train_loss 7.4599 | train_acc 0.0000 | lr 0.029982 | running_time 0:00:47 | ETA 1:27:45
[INFO] l2p.py:357 > Train | Sample # 464 | train_loss 8.5932 | train_acc 0.0000 | lr 0.029979 | running_time 0:00:49 | ETA 1:27:47
[INFO] l2p.py:357 > Train | Sample # 480 | train_loss 9.2724 | train_acc 0.0000 | lr 0.029976 | running_time 0:00:50 | ETA 1:27:09
[INFO] l2p.py:357 > Train | Sample # 496 | train_loss 7.5197 | train_acc 0.0000 | lr 0.029997 | running_time 0:00:51 | ETA 1:25:55
[INFO] l2p.py:357 > Train | Sample # 512 | train_loss 5.1406 | train_acc 0.1250 | lr 0.029994 | running_time 0:00:53 | ETA 1:26:01
[INFO] l2p.py:357 > Train | Sample # 528 | train_loss 6.2733 | train_acc 0.0000 | lr 0.029991 | running_time 0:00:54 | ETA 1:24:56
[INFO] l2p.py:357 > Train | Sample # 544 | train_loss 7.5783 | train_acc 0.0000 | lr 0.029997 | running_time 0:00:56 | ETA 1:25:03
[INFO] l2p.py:357 > Train | Sample # 560 | train_loss 6.2465 | train_acc 0.0625 | lr 0.029997 | running_time 0:00:57 | ETA 1:24:01
[INFO] l2p.py:357 > Train | Sample # 576 | train_loss 5.3533 | train_acc 0.0000 | lr 0.029994 | running_time 0:00:58 | ETA 1:24:09
[INFO] l2p.py:357 > Train | Sample # 592 | train_loss 4.5881 | train_acc 0.0000 | lr 0.029991 | running_time 0:01:00 | ETA 1:23:44
[INFO] l2p.py:357 > Train | Sample # 608 | train_loss 4.5004 | train_acc 0.0625 | lr 0.029997 | running_time 0:01:01 | ETA 1:23:20
[INFO] l2p.py:357 > Train | Sample # 624 | train_loss 9.1162 | train_acc 0.0000 | lr 0.029994 | running_time 0:01:02 | ETA 1:22:27
[INFO] l2p.py:357 > Train | Sample # 640 | train_loss 5.0105 | train_acc 0.0000 | lr 0.029991 | running_time 0:01:03 | ETA 1:22:06
[INFO] l2p.py:357 > Train | Sample # 656 | train_loss 4.1593 | train_acc 0.0000 | lr 0.029988 | running_time 0:01:05 | ETA 1:22:15
[INFO] l2p.py:357 > Train | Sample # 672 | train_loss 4.2364 | train_acc 0.0000 | lr 0.029985 | running_time 0:01:06 | ETA 1:21:56
[INFO] l2p.py:357 > Train | Sample # 688 | train_loss 3.7633 | train_acc 0.0625 | lr 0.029982 | running_time 0:01:07 | ETA 1:21:09
[INFO] l2p.py:357 > Train | Sample # 704 | train_loss 4.3409 | train_acc 0.1250 | lr 0.029997 | running_time 0:01:09 | ETA 1:20:50
[INFO] l2p.py:357 > Train | Sample # 720 | train_loss 4.6959 | train_acc 0.0000 | lr 0.029994 | running_time 0:01:11 | ETA 1:21:02
[INFO] l2p.py:357 > Train | Sample # 736 | train_loss 3.6727 | train_acc 0.0000 | lr 0.029991 | running_time 0:01:12 | ETA 1:20:46
[INFO] l2p.py:357 > Train | Sample # 752 | train_loss 5.0324 | train_acc 0.0000 | lr 0.029988 | running_time 0:01:13 | ETA 1:20:04
[INFO] l2p.py:357 > Train | Sample # 768 | train_loss 4.4574 | train_acc 0.0625 | lr 0.029997 | running_time 0:01:14 | ETA 1:19:49
[INFO] l2p.py:357 > Train | Sample # 784 | train_loss 3.6917 | train_acc 0.0625 | lr 0.029994 | running_time 0:01:16 | ETA 1:19:58
[INFO] l2p.py:357 > Train | Sample # 800 | train_loss 3.2966 | train_acc 0.0000 | lr 0.029991 | running_time 0:01:17 | ETA 1:19:44
[INFO] l2p.py:357 > Train | Sample # 816 | train_loss 3.7251 | train_acc 0.1250 | lr 0.029988 | running_time 0:01:18 | ETA 1:19:07
[INFO] l2p.py:357 > Train | Sample # 832 | train_loss 3.3467 | train_acc 0.0625 | lr 0.029985 | running_time 0:01:19 | ETA 1:18:34
[INFO] l2p.py:357 > Train | Sample # 848 | train_loss 4.3783 | train_acc 0.1250 | lr 0.029982 | running_time 0:01:21 | ETA 1:18:40
[INFO] l2p.py:357 > Train | Sample # 864 | train_loss 3.6056 | train_acc 0.0000 | lr 0.029979 | running_time 0:01:23 | ETA 1:18:50
[INFO] l2p.py:357 > Train | Sample # 880 | train_loss 3.8106 | train_acc 0.0000 | lr 0.029976 | running_time 0:01:24 | ETA 1:18:39
[INFO] l2p.py:357 > Train | Sample # 896 | train_loss 3.4016 | train_acc 0.0000 | lr 0.029973 | running_time 0:01:25 | ETA 1:18:28
[INFO] l2p.py:357 > Train | Sample # 912 | train_loss 3.5878 | train_acc 0.0625 | lr 0.029970 | running_time 0:01:26 | ETA 1:17:38
[INFO] l2p.py:357 > Train | Sample # 928 | train_loss 4.7665 | train_acc 0.0000 | lr 0.029997 | running_time 0:01:27 | ETA 1:17:05
[INFO] l2p.py:357 > Train | Sample # 944 | train_loss 3.3254 | train_acc 0.0625 | lr 0.029994 | running_time 0:01:28 | ETA 1:16:44
[INFO] l2p.py:357 > Train | Sample # 960 | train_loss 4.2588 | train_acc 0.0000 | lr 0.029991 | running_time 0:01:29 | ETA 1:16:15
[INFO] l2p.py:357 > Train | Sample # 976 | train_loss 3.5517 | train_acc 0.0000 | lr 0.029988 | running_time 0:01:31 | ETA 1:16:11
[INFO] l2p.py:357 > Train | Sample # 992 | train_loss 4.2104 | train_acc 0.0000 | lr 0.029997 | running_time 0:01:32 | ETA 1:16:19
[INFO] l2p.py:357 > Train | Sample # 1008 | train_loss 4.3943 | train_acc 0.0000 | lr 0.029994 | running_time 0:01:33 | ETA 1:15:52
[INFO] l2p.py:357 > Train | Sample # 1024 | train_loss 3.1116 | train_acc 0.1250 | lr 0.029991 | running_time 0:01:35 | ETA 1:16:02
[INFO] l2p.py:357 > Train | Sample # 1040 | train_loss 3.4186 | train_acc 0.0000 | lr 0.029988 | running_time 0:01:36 | ETA 1:15:55
[INFO] l2p.py:357 > Train | Sample # 1056 | train_loss 3.0875 | train_acc 0.1250 | lr 0.029985 | running_time 0:01:37 | ETA 1:15:31
[INFO] l2p.py:357 > Train | Sample # 1072 | train_loss 3.2664 | train_acc 0.0000 | lr 0.029982 | running_time 0:01:39 | ETA 1:15:27
[INFO] l2p.py:357 > Train | Sample # 1088 | train_loss 4.1309 | train_acc 0.1250 | lr 0.029997 | running_time 0:01:40 | ETA 1:15:16
[INFO] l2p.py:357 > Train | Sample # 1104 | train_loss 3.4189 | train_acc 0.0000 | lr 0.029994 | running_time 0:01:41 | ETA 1:15:09
[INFO] l2p.py:357 > Train | Sample # 1120 | train_loss 3.7476 | train_acc 0.1250 | lr 0.029991 | running_time 0:01:42 | ETA 1:14:30
[INFO] l2p.py:357 > Train | Sample # 1136 | train_loss 3.3511 | train_acc 0.0625 | lr 0.029988 | running_time 0:01:43 | ETA 1:13:57
[INFO] l2p.py:357 > Train | Sample # 1152 | train_loss 3.3065 | train_acc 0.0625 | lr 0.029985 | running_time 0:01:44 | ETA 1:13:38
[INFO] l2p.py:357 > Train | Sample # 1168 | train_loss 3.7861 | train_acc 0.1250 | lr 0.029982 | running_time 0:01:45 | ETA 1:13:45
[INFO] l2p.py:357 > Train | Sample # 1184 | train_loss 3.3710 | train_acc 0.0000 | lr 0.029979 | running_time 0:01:47 | ETA 1:13:56
[INFO] l2p.py:357 > Train | Sample # 1200 | train_loss 3.2242 | train_acc 0.1250 | lr 0.029976 | running_time 0:01:48 | ETA 1:13:51
[INFO] l2p.py:357 > Train | Sample # 1216 | train_loss 3.4041 | train_acc 0.0000 | lr 0.029973 | running_time 0:01:50 | ETA 1:13:45
[INFO] l2p.py:357 > Train | Sample # 1232 | train_loss 3.3796 | train_acc 0.0000 | lr 0.029970 | running_time 0:01:51 | ETA 1:13:40
[INFO] l2p.py:357 > Train | Sample # 1248 | train_loss 3.2707 | train_acc 0.0625 | lr 0.029967 | running_time 0:01:53 | ETA 1:13:35
[INFO] l2p.py:357 > Train | Sample # 1264 | train_loss 3.9066 | train_acc 0.0625 | lr 0.029997 | running_time 0:01:54 | ETA 1:13:15
[INFO] l2p.py:357 > Train | Sample # 1280 | train_loss 3.2390 | train_acc 0.0625 | lr 0.029994 | running_time 0:01:55 | ETA 1:12:58
[INFO] l2p.py:357 > Train | Sample # 1296 | train_loss 3.5579 | train_acc 0.0625 | lr 0.029991 | running_time 0:01:57 | ETA 1:13:19
[INFO] l2p.py:357 > Train | Sample # 1312 | train_loss 3.6877 | train_acc 0.0625 | lr 0.029988 | running_time 0:01:58 | ETA 1:13:14
[INFO] l2p.py:357 > Train | Sample # 1328 | train_loss 3.3689 | train_acc 0.0000 | lr 0.029985 | running_time 0:01:59 | ETA 1:13:09
[INFO] l2p.py:357 > Train | Sample # 1344 | train_loss 3.4821 | train_acc 0.0000 | lr 0.029982 | running_time 0:02:01 | ETA 1:13:05
[INFO] l2p.py:357 > Train | Sample # 1360 | train_loss 3.1972 | train_acc 0.0625 | lr 0.029979 | running_time 0:02:02 | ETA 1:12:47
[INFO] l2p.py:357 > Train | Sample # 1376 | train_loss 3.6496 | train_acc 0.0000 | lr 0.029976 | running_time 0:02:03 | ETA 1:12:42
[INFO] l2p.py:357 > Train | Sample # 1392 | train_loss 3.2492 | train_acc 0.1250 | lr 0.029973 | running_time 0:02:04 | ETA 1:12:37
[INFO] l2p.py:357 > Train | Sample # 1408 | train_loss 3.8856 | train_acc 0.0625 | lr 0.029997 | running_time 0:02:06 | ETA 1:12:47
[INFO] l2p.py:357 > Train | Sample # 1424 | train_loss 3.4244 | train_acc 0.1875 | lr 0.029994 | running_time 0:02:07 | ETA 1:12:30
[INFO] l2p.py:357 > Train | Sample # 1440 | train_loss 3.4162 | train_acc 0.0000 | lr 0.029991 | running_time 0:02:09 | ETA 1:12:39
[INFO] l2p.py:357 > Train | Sample # 1456 | train_loss 3.2996 | train_acc 0.0625 | lr 0.029988 | running_time 0:02:10 | ETA 1:12:22
[INFO] l2p.py:357 > Train | Sample # 1472 | train_loss 3.2992 | train_acc 0.0625 | lr 0.029985 | running_time 0:02:11 | ETA 1:12:18
[INFO] l2p.py:357 > Train | Sample # 1488 | train_loss 3.0936 | train_acc 0.0625 | lr 0.029982 | running_time 0:02:13 | ETA 1:12:27
[INFO] l2p.py:357 > Train | Sample # 1504 | train_loss 3.1727 | train_acc 0.0000 | lr 0.029979 | running_time 0:02:14 | ETA 1:12:10
[INFO] l2p.py:357 > Train | Sample # 1520 | train_loss 3.1558 | train_acc 0.1250 | lr 0.029976 | running_time 0:02:16 | ETA 1:12:19
[INFO] l2p.py:357 > Train | Sample # 1536 | train_loss 3.2964 | train_acc 0.0625 | lr 0.029973 | running_time 0:02:17 | ETA 1:12:03
[INFO] l2p.py:357 > Train | Sample # 1552 | train_loss 3.0323 | train_acc 0.1875 | lr 0.029970 | running_time 0:02:18 | ETA 1:11:59
[INFO] l2p.py:357 > Train | Sample # 1568 | train_loss 3.3972 | train_acc 0.0625 | lr 0.029967 | running_time 0:02:19 | ETA 1:11:55
[INFO] l2p.py:357 > Train | Sample # 1584 | train_loss 3.9329 | train_acc 0.0000 | lr 0.029964 | running_time 0:02:21 | ETA 1:11:54
[INFO] l2p.py:357 > Train | Sample # 1600 | train_loss 3.5826 | train_acc 0.0625 | lr 0.029997 | running_time 0:02:22 | ETA 1:11:48
[INFO] l2p.py:357 > Train | Sample # 1616 | train_loss 3.0786 | train_acc 0.0625 | lr 0.029994 | running_time 0:02:23 | ETA 1:11:44
[INFO] l2p.py:357 > Train | Sample # 1632 | train_loss 3.0171 | train_acc 0.0625 | lr 0.029991 | running_time 0:02:25 | ETA 1:11:52
[INFO] l2p.py:357 > Train | Sample # 1648 | train_loss 3.2578 | train_acc 0.0625 | lr 0.029988 | running_time 0:02:26 | ETA 1:11:49
[INFO] l2p.py:357 > Train | Sample # 1664 | train_loss 2.9750 | train_acc 0.1250 | lr 0.029985 | running_time 0:02:28 | ETA 1:11:45
[INFO] l2p.py:357 > Train | Sample # 1680 | train_loss 3.1724 | train_acc 0.1250 | lr 0.029982 | running_time 0:02:29 | ETA 1:11:42
[INFO] l2p.py:357 > Train | Sample # 1696 | train_loss 3.6699 | train_acc 0.0000 | lr 0.029997 | running_time 0:02:30 | ETA 1:11:38
[INFO] l2p.py:357 > Train | Sample # 1712 | train_loss 3.2467 | train_acc 0.0000 | lr 0.029994 | running_time 0:02:32 | ETA 1:11:35
[INFO] l2p.py:357 > Train | Sample # 1728 | train_loss 3.0900 | train_acc 0.0000 | lr 0.029991 | running_time 0:02:33 | ETA 1:11:21
[INFO] l2p.py:357 > Train | Sample # 1744 | train_loss 3.5319 | train_acc 0.0625 | lr 0.029988 | running_time 0:02:34 | ETA 1:11:28
[INFO] l2p.py:357 > Train | Sample # 1760 | train_loss 3.0068 | train_acc 0.0000 | lr 0.029985 | running_time 0:02:35 | ETA 1:11:14
[INFO] l2p.py:357 > Train | Sample # 1776 | train_loss 3.0569 | train_acc 0.0000 | lr 0.029982 | running_time 0:02:37 | ETA 1:11:21
[INFO] l2p.py:357 > Train | Sample # 1792 | train_loss 3.3168 | train_acc 0.0000 | lr 0.029979 | running_time 0:02:38 | ETA 1:11:08
[INFO] l2p.py:357 > Train | Sample # 1808 | train_loss 3.5075 | train_acc 0.1250 | lr 0.029997 | running_time 0:02:40 | ETA 1:11:15
[INFO] l2p.py:357 > Train | Sample # 1824 | train_loss 3.4357 | train_acc 0.0000 | lr 0.029994 | running_time 0:02:41 | ETA 1:11:12
[INFO] l2p.py:357 > Train | Sample # 1840 | train_loss 3.2335 | train_acc 0.1250 | lr 0.029991 | running_time 0:02:42 | ETA 1:10:58
[INFO] l2p.py:357 > Train | Sample # 1856 | train_loss 3.2655 | train_acc 0.0000 | lr 0.029988 | running_time 0:02:43 | ETA 1:10:47
[INFO] l2p.py:357 > Train | Sample # 1872 | train_loss 3.5788 | train_acc 0.0000 | lr 0.029985 | running_time 0:02:44 | ETA 1:10:33
[INFO] l2p.py:357 > Train | Sample # 1888 | train_loss 2.9424 | train_acc 0.0000 | lr 0.029982 | running_time 0:02:45 | ETA 1:10:25
[INFO] l2p.py:357 > Train | Sample # 1904 | train_loss 3.1742 | train_acc 0.0625 | lr 0.029979 | running_time 0:02:46 | ETA 1:10:12
[INFO] l2p.py:357 > Train | Sample # 1920 | train_loss 2.8944 | train_acc 0.1250 | lr 0.029976 | running_time 0:02:48 | ETA 1:10:19
[INFO] l2p.py:357 > Train | Sample # 1936 | train_loss 2.9310 | train_acc 0.0625 | lr 0.029973 | running_time 0:02:49 | ETA 1:10:07
[INFO] l2p.py:357 > Train | Sample # 1952 | train_loss 3.8217 | train_acc 0.0000 | lr 0.029970 | running_time 0:02:51 | ETA 1:10:14
[INFO] l2p.py:357 > Train | Sample # 1968 | train_loss 3.5470 | train_acc 0.0625 | lr 0.029967 | running_time 0:02:52 | ETA 1:10:12
[INFO] l2p.py:357 > Train | Sample # 1984 | train_loss 3.0847 | train_acc 0.0625 | lr 0.029964 | running_time 0:02:53 | ETA 1:10:09
[INFO] l2p.py:357 > Train | Sample # 2000 | train_loss 4.0577 | train_acc 0.0000 | lr 0.029997 | running_time 0:02:54 | ETA 1:09:57
[INFO] l2p.py:357 > Train | Sample # 2016 | train_loss 3.4739 | train_acc 0.0000 | lr 0.029994 | running_time 0:02:56 | ETA 1:10:03
[INFO] l2p.py:357 > Train | Sample # 2032 | train_loss 3.2840 | train_acc 0.0000 | lr 0.029991 | running_time 0:02:57 | ETA 1:09:52
[INFO] l2p.py:357 > Train | Sample # 2048 | train_loss 3.1207 | train_acc 0.0625 | lr 0.029988 | running_time 0:02:59 | ETA 1:09:59
[INFO] l2p.py:357 > Train | Sample # 2064 | train_loss 3.0224 | train_acc 0.1875 | lr 0.029985 | running_time 0:03:00 | ETA 1:09:56
[INFO] l2p.py:357 > Train | Sample # 2080 | train_loss 3.1852 | train_acc 0.0000 | lr 0.029982 | running_time 0:03:02 | ETA 1:09:53
[INFO] l2p.py:357 > Train | Sample # 2096 | train_loss 3.6720 | train_acc 0.0625 | lr 0.029979 | running_time 0:03:02 | ETA 1:09:42
[INFO] l2p.py:357 > Train | Sample # 2112 | train_loss 3.1274 | train_acc 0.1250 | lr 0.029976 | running_time 0:03:04 | ETA 1:09:41
[INFO] l2p.py:357 > Train | Sample # 2128 | train_loss 3.3945 | train_acc 0.0625 | lr 0.029973 | running_time 0:03:06 | ETA 1:09:46
[INFO] l2p.py:357 > Train | Sample # 2144 | train_loss 3.4463 | train_acc 0.0625 | lr 0.029970 | running_time 0:03:07 | ETA 1:09:43
[INFO] l2p.py:357 > Train | Sample # 2160 | train_loss 3.0351 | train_acc 0.0000 | lr 0.029967 | running_time 0:03:08 | ETA 1:09:32
[INFO] l2p.py:357 > Train | Sample # 2176 | train_loss 3.5738 | train_acc 0.0000 | lr 0.029964 | running_time 0:03:09 | ETA 1:09:22
[INFO] l2p.py:357 > Train | Sample # 2192 | train_loss 3.2465 | train_acc 0.0000 | lr 0.029961 | running_time 0:03:11 | ETA 1:09:35
[INFO] l2p.py:357 > Train | Sample # 2208 | train_loss 3.2987 | train_acc 0.0000 | lr 0.029958 | running_time 0:03:12 | ETA 1:09:33
[INFO] l2p.py:357 > Train | Sample # 2224 | train_loss 4.1121 | train_acc 0.1875 | lr 0.029955 | running_time 0:03:13 | ETA 1:09:22
[INFO] l2p.py:357 > Train | Sample # 2240 | train_loss 3.2499 | train_acc 0.0000 | lr 0.029952 | running_time 0:03:15 | ETA 1:09:20
[INFO] l2p.py:357 > Train | Sample # 2256 | train_loss 3.4762 | train_acc 0.0000 | lr 0.029949 | running_time 0:03:16 | ETA 1:09:11
[INFO] l2p.py:357 > Train | Sample # 2272 | train_loss 3.1830 | train_acc 0.0625 | lr 0.029946 | running_time 0:03:18 | ETA 1:09:23
[INFO] l2p.py:357 > Train | Sample # 2288 | train_loss 2.9822 | train_acc 0.0625 | lr 0.029943 | running_time 0:03:19 | ETA 1:09:22
[INFO] l2p.py:357 > Train | Sample # 2304 | train_loss 3.5645 | train_acc 0.0000 | lr 0.029997 | running_time 0:03:20 | ETA 1:09:17
[INFO] l2p.py:357 > Train | Sample # 2320 | train_loss 2.9571 | train_acc 0.0625 | lr 0.029994 | running_time 0:03:21 | ETA 1:09:03
[INFO] l2p.py:357 > Train | Sample # 2336 | train_loss 3.6221 | train_acc 0.0000 | lr 0.029997 | running_time 0:03:23 | ETA 1:09:08
